"","ISSUENO","ISSUEDATE","ISSUETIME","VIODESCRIPTION","LOCATIONDESC1"
"271392",462035092,"5/10/12","2:13:00 AM","NIGHT PARKING","107 W OREGON ST"
"270563",461811630,"5/9/12","4:23:00 PM","PARKED WITHIN 10 FEET OF FIRE HYDRANT","1002 N 21 ST"
"412745",463385145,"7/20/12","7:24:00 PM","METER PARKING VIOLATION","1935 N FARWELL AVE"
"75087",459917485,"2/7/12","5:07:00 PM","METER PARKING VIOLATION","1000 N WATER ST"
"679514",466115683,"11/30/12","10:09:00 PM","PARKED LESS THAN 15 FEET FROM CROSSWALK","201 E HIGHLAND AVE"
"734446",466732232,"12/27/12","2:11:00 AM","NIGHT PARKING - WRONG SIDE","2435 N 40TH ST"
"160646",461009850,"3/16/12","3:25:00 AM","NIGHT PARKING","3055 N FARWELL AVE"
"688520",466327820,"12/5/12","2:29:00 PM","PARKED IN SCHOOL ZONE","2930 N 52ND ST"
"557735",465091093,"10/1/12","5:09:00 AM","NIGHT PARKING - WRONG SIDE","3161 N COLONIAL DR"
"304055",462033655,"5/25/12","4:21:00 AM","NIGHT PARKING","2668 N PALMER ST"
"269514",460560940,"5/9/12","10:45:00 AM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1018 N 10 ST"
"568499",465156506,"10/5/12","9:13:00 PM","PARKED IN CROSSWALK","415 E VINE ST"
"306995",462372455,"5/26/12","3:09:00 AM","NIGHT PARKING - WRONG SIDE","5928 W CLARKE ST"
"607993",465526040,"10/25/12","7:22:00 PM","OBSTRUCTING BUS LOADING ZONE","145 W WISCONSIN AVE"
"313599",462466793,"5/31/12","4:49:00 AM","NIGHT PARKING - WRONG SIDE","1931 W HAYES AVE"
"538840",464918182,"9/21/12","4:11:00 AM","NIGHT PARKING","2020 E BELLEVIEW PL"
"151863",460707332,"3/13/12","10:49:00 AM","METER PARKING VIOLATION","2272 S ALLIS ST"
"526514",464612503,"9/15/12","1:27:00 PM","METER PARKING VIOLATION","2525 E PARK PL"
"233341",461043715,"4/23/12","12:03:00 PM","METER PARKING VIOLATION","736 N OLD WORLD THIRD ST"
"678071",466202634,"11/30/12","2:51:00 AM","NIGHT PARKING","840 E BRADY ST"
"698432",466388790,"12/8/12","3:05:00 AM","NIGHT PARKING - WINTER RESTRICTED","1728 W GREENFIELD AVE"
"507511",464426922,"9/7/12","1:57:00 PM","RESIDENTIAL PARKING PROGRAM","3118 N BARTLETT AVE"
"142048",460736161,"3/8/12","12:25:00 PM","METER PARKING VIOLATION","235 W WELLS ST"
"705173",466540443,"12/12/12","4:26:00 AM","NIGHT PARKING - WINTER RESTRICTED","4714 N 37TH ST"
"722878",465964170,"12/20/12","10:31:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","2079 S 15TH PL"
"21399",459120804,"1/10/12","1:36:00 PM","METER PARKING VIOLATION","856 N 13TH ST"
"353168",462781141,"6/19/12","10:04:00 PM","PARKED LESS THAN 15 FEET FROM CROSSWALK","1138 E HAMILTON ST"
"86500",459911141,"2/11/12","8:41:00 AM","METER PARKING VIOLATION","1503 E BRADY ST"
"227408",460499712,"4/19/12","5:16:00 AM","NIGHT PARKING - WRONG SIDE","313 W WALKER ST"
"560176",465001375,"10/2/12","1:25:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","2220 N DR. M.L. KING JR. DR"
"554648",464971942,"9/28/12","2:29:00 AM","NIGHT PARKING","2931 N FREDERICK AVE"
"614866",465366650,"10/29/12","3:03:00 PM","TOW-AWAY ZONE (POSTED)","922 W WELLS ST"
"371223",462961575,"6/28/12","2:23:00 PM","METER PARKING VIOLATION","755 N JACKSON ST"
"462584",463962225,"8/15/12","4:40:00 AM","NIGHT PARKING","1115 W MADISON ST"
"102472",460454466,"2/18/12","5:36:00 AM","NIGHT PARKING - WRONG SIDE","910 N VAN BUREN ST"
"351296",462807391,"6/19/12","5:29:00 PM","METER PARKING VIOLATION","800 W HIGHLAND AVE"
"511669",464484215,"9/8/12","12:10:00 AM","PARKING PROHIBITED BY OFFICIAL SIGN","929 S 26TH ST"
"314289",462371486,"5/31/12","10:55:00 AM","PARKED IN EXCESS OF 1 HOUR PROHIBITED","2800 E HARTFORD AVE"
"135085",460589183,"3/5/12","2:08:00 AM","NIGHT PARKING","204 W MINERAL ST"
"42112",459630463,"1/22/12","4:26:00 AM","PARKED MORE THAN 12 INCHES FROM CURB","825 N 14 ST"
"96197",460356912,"2/16/12","7:10:00 AM","ANGLE PARKING","2545 N FARWELL AVE"
"476157",464138301,"8/22/12","3:13:00 AM","NIGHT PARKING - WRONG SIDE","3614 N 13TH ST"
"407316",463215211,"7/18/12","1:35:00 AM","PARKING PROHIBITED BY OFFICIAL SIGN","1150 N WATER ST"
"697250",466536206,"12/8/12","5:02:00 AM","NIGHT PARKING - WINTER RESTRICTED","2239 E NORTH AVE"
"186312",461031616,"3/29/12","4:31:00 PM","PARKED IN EXCESS OF 1 HOUR PROHIBITED","3470 N DOWNER AVE"
"85192",460000262,"2/10/12","2:48:00 AM","NIGHT PARKING","5201 W GALENA ST"
"504825",464473111,"9/6/12","7:48:00 AM","PARKED IN CROSSWALK","2031 E LOCUST ST"
"616403",465565133,"10/30/12","2:29:00 PM","METER PARKING VIOLATION","312 W HIGHLAND AVE"
"693836",466385275,"12/6/12","12:42:00 PM","PARKED POSTED PRIVATE PROPERTY","7234 W BURLEIGH ST"
"336391",462321753,"6/11/12","2:50:00 AM","NIGHT PARKING","1354 N 22ND ST"
"100738",460252413,"2/17/12","4:41:00 AM","NIGHT PARKING - WRONG SIDE","3745 S 14 ST"
"613445",465213033,"10/29/12","4:30:00 PM","TOW-AWAY ZONE (BLOCKING DRIVEWAY)","2435 W WISCONSIN AVE"
"244841",461718891,"4/28/12","4:01:00 PM","METER PARKING VIOLATION","1028 E BRADY ST"
"171755",460774904,"3/22/12","3:07:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1100 N CASS ST"
"324676",462689975,"6/5/12","4:50:00 AM","NIGHT PARKING","2509 E BELLEVIEW PL"
"143173",460756240,"3/8/12","5:18:00 PM","PARKED IN EXCESS OF 1 HOUR PROHIBITED","2211 E LINNWOOD AVE"
"79578",460008216,"2/8/12","3:24:00 AM","NIGHT PARKING","4625 W MEDFORD AVE"
"434433",463665521,"8/1/12","4:50:00 PM","METER PARKING VIOLATION","839 S 5TH ST"
"711549",466447785,"12/14/12","11:32:00 AM","METER PARKING VIOLATION","815 N BROADWAY"
"464513",463920306,"8/16/12","2:06:00 AM","NIGHT PARKING - WRONG SIDE","3872 S WHITNALL AVE"
"722727",466746350,"12/20/12","2:48:00 PM","METER PARKING VIOLATION","2572 N DOWNER AVE"
"553492",464783060,"9/28/12","7:55:00 AM","PARKED LESS THAN 15 FEET FROM CROSSWALK","6400 W SHERIDAN AVE"
"42029",459636730,"1/22/12","10:38:00 PM","PARKED IN TAXICAB STAND","610 N WATER ST"
"190696",461058194,"3/31/12","4:04:00 AM","NIGHT PARKING - WRONG SIDE","741 N 21TH ST"
"485902",463793481,"8/27/12","2:20:00 PM","PARKED IN EXCESS OF 3 HOURS PROHIBITED","911 W NATIONAL AVE"
"698950",466405004,"12/8/12","7:28:00 AM","PARKING PROHIBITED BY OFFICIAL SIGN","1527 N ASTOR ST"
"427326",463705826,"7/28/12","9:43:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","1960 N WARREN AVE"
"253246",461555555,"5/2/12","2:30:00 AM","NIGHT PARKING","7627 N 60TH ST"
"568913",464907391,"10/5/12","2:37:00 AM","NIGHT PARKING","1910 W HAMPTON AVE"
"548359",464797303,"9/26/12","5:37:00 AM","NIGHT PARKING","3507 W KILEY AVE"
"444894",463777064,"8/7/12","4:09:00 AM","NIGHT PARKING - INELIGIBLE VEHICLE","2224 S WOODWARD ST"
"36602",458168690,"1/19/12","3:33:00 AM","NIGHT PARKING","2556 S SUPERIOR ST"
"386760",463095441,"7/7/12","3:29:00 AM","NIGHT PARKING - WRONG SIDE","2935 N 38TH ST"
"235659",461562452,"4/24/12","2:00:00 AM","NIGHT PARKING - WRONG SIDE","3422 S 1ST ST"
"406528",462955780,"7/18/12","5:12:00 AM","NIGHT PARKING - WRONG SIDE","2434 S WILLIAMS ST"
"174220",460979201,"3/23/12","12:55:00 PM","METER PARKING VIOLATION","762 N MILWAUKEE ST"
"508858",464422490,"9/7/12","4:33:00 AM","NIGHT PARKING - WRONG SIDE","2827 N 26TH ST"
"196214",461098886,"4/3/12","7:27:00 PM","METER PARKING VIOLATION","2323 E KENWOOD BLVD"
"29863",459511872,"1/14/12","8:50:00 PM","METER PARKING VIOLATION","1710 N ARLINGTON LOT"
"445167",463425900,"8/7/12","5:21:00 AM","NIGHT PARKING","656 S 67TH ST"
"410343",463159852,"7/19/12","3:12:00 AM","NIGHT PARKING","1541 N FARWELL AVE"
"411580",463152045,"7/20/12","5:04:00 AM","NIGHT PARKING","7029 W BRENTWOOD AVE"
"623625",465494282,"11/2/12","3:15:00 AM","NIGHT PARKING","4120 W MARTIN DR"
"663519",466124971,"11/21/12","4:01:00 PM","METER PARKING VIOLATION","2244 N PROSPECT AVE"
"558329",464876764,"10/1/12","2:15:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","2005 E NEWBERRY BLVD"
"249709",461666586,"5/1/12","4:57:00 AM","NIGHT PARKING - WRONG SIDE","9121 W LISBON AVE"
"545784",464635754,"9/25/12","1:00:00 PM","METER PARKING VIOLATION","224 E ST PAUL AV"
"269693",462086586,"5/9/12","8:26:00 AM","METER PARKING VIOLATION","778 N CASS ST"
"224856",461510140,"4/18/12","11:45:00 AM","METER PARKING VIOLATION","550 N 16TH ST"
"1128",459305921,"1/2/12","8:37:00 PM","TOW-AWAY ZONE (BLOCKING DRIVEWAY)","1851 N PULASKI ST"
"355402",462332850,"6/20/12","3:03:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","734 N 13 ST"
"694097",466364592,"12/7/12","2:46:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","2303 5TH ST"
"363706",462945700,"6/25/12","2:59:00 AM","NIGHT PARKING - WRONG SIDE","2535 W LAPHAM ST"
"187669",461198091,"3/30/12","7:50:00 AM","PARKED IN SCHOOL ZONE","804 E KNAPP ST"
"216015",461478474,"4/13/12","12:19:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","1308 N EDISON ST"
"650752",465823164,"11/15/12","6:31:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","2556 N 50TH ST"
"42708",459502223,"1/23/12","4:05:00 AM","NIGHT PARKING - WRONG SIDE","3115 S 16TH ST"
"709581",466636203,"12/13/12","2:22:00 AM","NIGHT PARKING - WRONG SIDE","3227 N 58TH ST"
"238177",461595945,"4/25/12","2:20:00 AM","NIGHT PARKING","2226 N 31ST ST"
"734006",466779762,"12/27/12","7:32:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","2717 W EVERGREEN LN"
"132422",460658240,"3/2/12","4:43:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","533 N 17TH ST"
"212532",461042422,"4/12/12","7:15:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","3031 W WISCONSIN AVE"
"506744",464315703,"9/7/12","6:28:00 PM","METER PARKING VIOLATION","2811 N OAKLAND AVE"
"248749",461799376,"5/1/12","2:08:00 AM","NIGHT PARKING","624 W CHAMBERS ST"
"290816",462105033,"5/18/12","5:29:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1639 N WARREN ST"
"681388",466174811,"12/1/12","11:39:00 PM","PARKED POSTED PRIVATE PROPERTY","1703 N FARWELL AVE"
"315421",462385943,"6/1/12","12:49:00 AM","PARKED WITHIN 4 FEET OF DRIVE OR ALLEY","1619 S 21ST ST"
"519345",464572511,"9/12/12","5:26:00 PM","RESIDENTIAL PARKING PROGRAM","3218 N SUMMIT AVE"
"144150",460538374,"3/8/12","5:13:00 AM","NIGHT PARKING","233 E OHIO AVE"
"259563",461755361,"5/4/12","4:36:00 AM","NIGHT PARKING","1325 W HAYES AVE"
"254724",662478401,"5/3/12","10:36:00 PM","PARKING IN HANDICAPPED AREA","2310 W GREENFIELD"
"538319",464666952,"9/20/12","2:16:00 PM","METER PARKING VIOLATION","225 N WATER ST"
"368743",462968671,"6/27/12","12:13:00 PM","METER PARKING VIOLATION","429 E LINCOLN AVE"
"205128",461021945,"4/7/12","5:00:00 PM","METER PARKING VIOLATION","2813 N OAKLAND AVE"
"102582",460283084,"2/18/12","1:11:00 AM","PARKED LESS THAN 15 FEET FROM CROSSWALK","2501 N PROSPECT AVE"
"191133",460862393,"3/31/12","5:26:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","230 W MICHIGAN ST"
"445847",463701475,"8/7/12","2:11:00 AM","NIGHT PARKING","2732 N 34TH ST"
"128943",460323485,"3/1/12","8:30:00 AM","METER PARKING VIOLATION","1135 N MILWAUKEE ST"
"678340",466266496,"11/30/12","5:29:00 AM","NIGHT PARKING","2662 N 65TH ST"
"33791",459578324,"1/18/12","3:08:00 AM","NIGHT PARKING - WINTER RESTRICTED","139 E NATIONAL AVE"
"594673",465322406,"10/18/12","2:21:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","2538 N OAKLAND AVE"
"13814",459338740,"1/6/12","5:43:00 AM","NIGHT PARKING","5325 W NASH ST"
"482988",464325724,"8/25/12","6:31:00 AM","PARKED WRONG DIRECTION","833 E PEARSON ST"
"743188",466818472,"12/31/12","3:54:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","921 N MARSHALL ST"
"105606",460223982,"2/20/12","8:30:00 AM","PARKED IN SCHOOL ZONE","1575 W ORCHARD ST"
"550509",464688556,"9/26/12","6:35:00 PM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","2626 E KENWOOD BLVD"
"729512",466779040,"12/24/12","3:54:00 AM","NIGHT PARKING - WRONG SIDE","2824 N 24TH ST"
"279167",461895206,"5/14/12","3:28:00 PM","METER PARKING VIOLATION","815 N CASS ST"
"81550",459925653,"2/9/12","5:26:00 AM","NIGHT PARKING - WRONG SIDE","2221 N 17TH ST"
"101268",460116370,"2/17/12","3:01:00 PM","METER PARKING VIOLATION","827 N 11TH ST"
"324458",462502810,"6/5/12","7:48:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","7116 W GREEN TREE RD"
"367092",462776226,"6/27/12","2:39:00 AM","NIGHT PARKING","1622 N 53RD ST"
"259843",461954065,"5/4/12","7:25:00 AM","PARKED WITHIN 4 FEET OF DRIVE OR ALLEY","3147 S 15TH PL"
"577223",464880544,"10/10/12","3:00:00 AM","NIGHT PARKING","5453 W CHERRY ST"
"644972",465862250,"11/12/12","3:17:00 PM","METER PARKING VIOLATION","208 E HIGHLAND AV"
"456048",463857715,"8/12/12","5:28:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","1604 W CLEVELAND AVE"
"471492",463987101,"8/21/12","2:06:00 AM","NIGHT PARKING","4624 N 31ST ST"
"85832",460094924,"2/10/12","7:33:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","5829 N 61ST ST"
"605136",465450974,"10/24/12","5:41:00 AM","NIGHT PARKING - WRONG SIDE","2836 N 39TH ST"
"199768",461050870,"4/5/12","4:17:00 AM","NIGHT PARKING","817 W GREENFIELD AVE"
"318649",462420011,"6/2/12","1:11:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1115 N 6TH ST"
"30911",459494781,"1/14/12","2:17:00 AM","NIGHT PARKING - WINTER RESTRICTED","5318 N 27TH ST"
"591127",465362273,"10/17/12","3:58:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","1333 N ASTOR ST"
"236193",461469466,"4/24/12","1:28:00 PM","PARKED IN EXCESS OF 3 HOURS PROHIBITED","129 W PITTSBURGH ST"
"75672",459882382,"2/7/12","2:50:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","3039 N 24 PL"
"495482",464196622,"8/31/12","5:03:00 AM","NIGHT PARKING","1026 E AUER AVE"
"220033",461417596,"4/16/12","2:51:00 AM","NIGHT PARKING - WRONG SIDE","2416 N 46TH ST"
"567658",465021395,"10/4/12","12:45:00 PM","METER PARKING VIOLATION","211 E ST PAUL AV"
"439981",463812565,"8/4/12","6:47:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","8812 W DOGWOOD ST"
"83933",460094596,"2/10/12","4:18:00 AM","NIGHT PARKING","5243 N 38TH ST"
"553468",464939263,"9/28/12","7:53:00 AM","PARKED IN SCHOOL ZONE","5026 N 53RD ST"
"428175",661900875,"7/30/12","8:55:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","105 N STORY PKWY"
"697516",466426424,"12/8/12","5:37:00 AM","NIGHT PARKING - WRONG SIDE","3324 N 3RD ST"
"130283",460579442,"3/2/12","3:34:00 AM","NIGHT PARKING","1311 N 36TH ST"
"553986",464843374,"9/28/12","8:47:00 AM","METER PARKING VIOLATION","160 W MICHIGAN ST"
"621306",465694320,"11/1/12","12:29:00 PM","METER PARKING VIOLATION","841 N MILWAUKEE ST"
"139978",460836740,"3/7/12","6:10:00 AM","ANGLE PARKING","1603 E KANE PL"
"135524",460596264,"3/5/12","2:55:00 PM","PARKED IN EXCESS OF 3 HOURS PROHIBITED","2618 N OAKLAND AVE"
"78128",460031994,"2/8/12","3:09:00 AM","NIGHT PARKING - WINTER RESTRICTED","805 W MICHIGAN ST"
"76792",459268401,"2/7/12","3:45:00 AM","NIGHT PARKING","2449 N FRATNEY ST"
"454031",463375964,"8/10/12","1:25:00 PM","METER PARKING VIOLATION","738 N 9TH ST"
"247283",461728610,"4/30/12","7:21:00 PM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","1030 W CLARKE ST"
"647125",465777955,"11/13/12","5:54:00 AM","NIGHT PARKING","402 E DOVER ST"
"572111",465074330,"10/6/12","11:39:00 AM","METER PARKING VIOLATION","1912 E KENILWORTH PL"
"133062",459996946,"3/3/12","5:44:00 AM","NIGHT PARKING - WRONG SIDE","2311 S 33RD ST"
"514584",464510126,"9/11/12","7:53:00 PM","METER PARKING VIOLATION","3073 N FARWELL AVE"
"243676",461701542,"4/27/12","5:41:00 PM","VEH FOR SALE ON PUBLIC PROPERTY","1122 S 10TH ST"
"265762",461939796,"5/8/12","3:18:00 AM","NIGHT PARKING","2052 S 15TH PL"
"524177",464479050,"9/14/12","1:22:00 PM","METER PARKING VIOLATION","1935 E KENILWORTH PL"
"477414",464148720,"8/23/12","3:05:00 AM","PARKED LESS THAN 15 FEET FROM CROSSWALK","1444 S 38TH ST"
"725817",466795626,"12/21/12","6:58:00 AM","PARKED WITHIN 4 FEET OF DRIVE OR ALLEY","2513 N FREDERICK AVE"
"439548",463878435,"8/3/12","4:33:00 AM","NIGHT PARKING","2333 N CRAMER ST"
"219724",461479734,"4/16/12","4:34:00 PM","METER PARKING VIOLATION","210 E ERIE ST"
"40508",459546080,"1/20/12","12:56:00 AM","PARKED LESS THAN 15 FEET FROM CROSSWALK","1932 E WEBSTER PL"
"208819",461250753,"4/10/12","5:15:00 AM","NIGHT PARKING","7125 W LIMA ST"
"739732",466793773,"12/29/12","4:30:00 AM","NIGHT PARKING - WRONG SIDE","2861 N 6TH ST"
"368023",462889626,"6/27/12","9:47:00 AM","METER PARKING VIOLATION","1019 E BRADY ST"
"703510",466369676,"12/11/12","2:08:00 AM","NIGHT PARKING - WRONG SIDE","1715 S 2ND ST"
"351403",462807122,"6/19/12","2:53:00 PM","METER PARKING VIOLATION","645 N JAMES LOVELL ST"
"544779",464675956,"9/24/12","3:55:00 AM","NIGHT PARKING","2905 S 14TH ST"
"673252",466063861,"11/28/12","7:19:00 PM","METER PARKING VIOLATION","3068 N STOWELL AVE"
"333969",462634955,"6/9/12","2:28:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","630 E LYON ST"
"271879",462035431,"5/10/12","4:01:00 AM","NIGHT PARKING","305 E MASON ST"
"724695",466671122,"12/20/12","10:10:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","3265 N DOWNER AVE"
"693653",466368022,"12/6/12","5:57:00 AM","NIGHT PARKING - WINTER RESTRICTED","222 W HAMPTON AVE"
"102873",460305414,"2/18/12","8:26:00 AM","PARKING PROHIBITED BY OFFICIAL SIGN","2718 N 49TH ST"
"181350",459671122,"3/27/12","2:23:00 AM","NIGHT PARKING","2959 N WEIL ST"
"542698",464743274,"9/22/12","4:21:00 AM","NIGHT PARKING","2003 N COMMERCE ST"
"716028",466581172,"12/17/12","10:01:00 AM","METER PARKING VIOLATION","308 CHICAGO ST"
"475599",464247302,"8/22/12","5:26:00 AM","NIGHT PARKING","2544 N BARTLETT AVE"
"511872",661091631,"9/8/12","9:02:00 PM","UNREGISTERED/ IMPROPERLY REGISTERED VEHICLE","2630 W ATKINSON AV"
"135543",460674476,"3/5/12","5:14:00 AM","NIGHT PARKING","1620 N 37TH ST"
"722883",466667924,"12/20/12","10:55:00 PM","METER PARKING VIOLATION","1712 N ARLINGTON LOT"
"428333",463591973,"7/30/12","7:58:00 AM","PARKED IN CROSSWALK","2401 S 30TH ST"
"505592",464329202,"9/6/12","5:20:00 AM","NIGHT PARKING","205 W WELLS ST"
"294847",462069436,"5/21/12","5:17:00 AM","NIGHT PARKING","4050 N 8TH ST"
"51955",458112760,"1/26/12","3:52:00 AM","NIGHT PARKING - WINTER RESTRICTED","8652 W VILLARD AVE"
"319160",462520741,"6/2/12","2:04:00 AM","NIGHT PARKING - WRONG SIDE","104 E OREGON ST"
"663426",465956864,"11/21/12","3:09:00 PM","METER PARKING VIOLATION","1012 N EDISON ST"
"83038",459971724,"2/9/12","10:43:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","337 N 29TH ST"
"547228",464462526,"9/25/12","3:12:00 AM","NIGHT PARKING","2908 N FRATNEY ST"
"625838",465692393,"11/2/12","11:29:00 AM","METER PARKING VIOLATION","934 N 4TH ST"
"231765",461131123,"4/22/12","12:30:00 PM","DOUBLE PARKING","1579 N FARWELL AVE"
"459486",463885376,"8/14/12","7:04:00 AM","PARKED MORE THAN 12 INCHES FROM CURB","9127 W FLAGG AVE"
"580461",465081201,"10/11/12","3:57:00 AM","NIGHT PARKING","833 S 21ST ST"
"43608",459509584,"1/23/12","12:55:00 AM","PARKING IN EXCESS OF 24 HOURS","1555 S 24 ST"
"44023",459678516,"1/23/12","2:55:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","709 E BRADY ST"
"533597",464723033,"9/19/12","3:43:00 PM","METER PARKING VIOLATION","2317 S HOWELL AVE"
"182357",460896122,"3/28/12","5:06:00 AM","NIGHT PARKING","7623 W WILBUR AVE"
"668553",465919451,"11/26/12","3:36:00 PM","METER PARKING VIOLATION","1200 W TORY HILL"
"179133",461074143,"3/26/12","4:19:00 PM","PARKED IN EXCESS OF 3 HOURS PROHIBITED","2534 E BRADFORD AVE"
"357534",462943283,"6/21/12","5:41:00 AM","NIGHT PARKING - WRONG SIDE","6335 N 101ST ST"
"79767",460071754,"2/8/12","2:15:00 AM","NIGHT PARKING - WINTER RESTRICTED","7710 W VILLARD AVE"
"126461",460382230,"2/29/12","9:41:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","576 W HARRISON AVE"
"473610",463677734,"8/21/12","8:24:00 AM","METER PARKING VIOLATION","560 N 16TH ST"
"694235",466402963,"12/7/12","1:23:00 PM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","528 E ST PAUL AVE"
"455993",662718033,"8/12/12","3:51:00 PM","PARKED MORE THAN 12 INCHES FROM CURB","117 W WALKER ST"
"624008",465568585,"11/2/12","2:31:00 AM","NIGHT PARKING","2061 W ATKINSON AVE"
"192154",461247835,"4/2/12","12:39:00 PM","METER PARKING VIOLATION","3210 N CRAMER ST"
"519708",464427751,"9/12/12","12:46:00 PM","METER PARKING VIOLATION","1400 E BRADY ST"
"569480",465048205,"10/5/12","2:20:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","833 N 15TH ST"
"596480",465323283,"10/19/12","5:24:00 PM","METER PARKING VIOLATION","2270 S ALLIS ST"
"40045",459439934,"1/20/12","3:37:00 PM","METER PARKING VIOLATION","145 E JUNEAU AVE"
"383730",463155103,"7/6/12","3:44:00 PM","TOW-AWAY ZONE (POSTED)","217 W WISCONSIN AVE"
"722625",466577683,"12/20/12","4:44:00 PM","METER PARKING VIOLATION","324 W MICHIGAN ST"
"181835",460940454,"3/27/12","5:24:00 AM","NIGHT PARKING","821 N 17TH ST"
"368353",463002735,"6/27/12","1:21:00 PM","PARKING IN EXCESS OF 24 HOURS","1910 E LAFAYETTE PL"
"222698",461321663,"4/17/12","8:24:00 AM","METER PARKING VIOLATION","1557 N FARWELL AVE"
"89782",460098822,"2/13/12","4:44:00 AM","NIGHT PARKING - WRONG SIDE","1405 S COMSTOCK AVE"
"318274",462688004,"6/2/12","5:05:00 AM","NIGHT PARKING","3322 N OAKLAND AVE"
"274252",461889466,"5/11/12","2:59:00 AM","NIGHT PARKING","1317 W KILBOURN AVE"
"508087",464514676,"9/7/12","2:38:00 PM","METER PARKING VIOLATION","832 S 5TH ST"
"194262",461071715,"4/3/12","4:48:00 PM","METER PARKING VIOLATION","235 E BUFFALO ST"
"501866",464417402,"9/5/12","5:53:00 AM","NIGHT PARKING","2734 N FARWELL AVE"
"640885",465880096,"11/9/12","2:43:00 PM","METER PARKING VIOLATION","1664 N ARLINGTON PL"
"476847",463860854,"8/22/12","3:37:00 PM","METER PARKING VIOLATION","1010 W MITCHELL ST"
"296384",462227824,"5/22/12","4:06:00 PM","METER PARKING VIOLATION","2165 N FARWELL AVE"
"563785",464783863,"10/3/12","4:49:00 AM","NIGHT PARKING - WRONG SIDE","2629 N 48TH ST"
"104550",460253710,"2/20/12","12:33:00 PM","METER PARKING VIOLATION","310 E ST PAUL AVE"
"676511",465921573,"11/29/12","3:18:00 AM","NIGHT PARKING","2958 N 25TH ST"
"269718",460561054,"5/9/12","11:34:00 AM","PARKED IN EXCESS OF 1 HOUR PROHIBITED","512 W VLIET ST"
"229898",461632161,"4/20/12","2:59:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1629 E ROYALL PL"
"310003",462296203,"5/30/12","5:32:00 AM","NIGHT PARKING","828 N MILWAUKEE ST"
"38975",459325926,"1/20/12","7:42:00 PM","METER PARKING VIOLATION","1133 N 5TH ST"
"18725",459409064,"1/10/12","9:58:00 AM","PARKING PROHIBITED BY OFFICIAL SIGN","1030 W BRUCE ST"
"514711",464361914,"9/11/12","3:11:00 AM","NIGHT PARKING","2017 N CAMBRIDGE AVE"
"30770",459494873,"1/14/12","2:45:00 AM","NIGHT PARKING - WRONG SIDE","5506 N 33RD ST"
"13994",459471110,"1/7/12","3:29:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1518 E IRVING PL"
"568155",464845975,"10/5/12","3:35:00 AM","NIGHT PARKING","2624 S CLEMENT AVE"
"541843",464779486,"9/22/12","4:31:00 AM","NIGHT PARKING","1038 E PLEASANT ST"
"575565",465083441,"10/9/12","5:20:00 AM","PARKING PROHIBITED BY OFFICIAL SIGN","150 E HIGHLAND AVE"
